Date,AAPL,BP,COST,GOOG,GS,IBM,XOM
2016-11-07,0.014424904,0.014311277,0.009139392,0.02690218,0.031605264,0.021583735,0.022496081
2016-11-04,-0.009013973,-0.008865234,-0.015299347,-0.000144313,-0.001645814,0.000393758,-0.001075835
2016-11-03,-0.010718736,-0.004998466,-0.012442797,-0.008546906,-0.002095339,0.002764055,0.002516567
2016-11-02,0.000896935,-0.002931788,0.000410336,-0.019027288,-0.008311781,-0.005497719,-0.002390972
2016-11-01,-0.018055344,-0.040506264,-0.008182803,-0.001185399,-0.00100992,-0.005855999,0.003960651
2016-10-31,-0.001582831,-0.003643545,-0.01262019,-0.013616326,0.006209811,0.007076876,-0.017221029
2016-10-28,-0.006638733,-0.008888865,-0.007291568,2.51701E-05,-0.003431788,-0.004825602,-0.024620327
2016-10-27,-0.009602847,0.004184137,-0.000794778,-0.004655451,0.003840247,0.010144319,-0.001951992
2016-10-26,-0.022494753,-0.005271993,-6.62926E-05,-0.010647884,0.008658526,0.006163787,0.004266555
2016-10-25,0.005099861,0.004739391,-0.007428276,-0.006690364,0.002455507,0.00205883,-0.002186195
2016-10-24,0.009005171,-0.010482789,0.021145155,0.017188524,0.00257627,0.006282176,0.003347957
2016-10-21,-0.003929594,0.00554786,-0.007131382,0.003011436,0.000916872,-0.012473598,-0.006765229
2016-10-20,-0.00051234,0,0.003947784,-0.005651939,0,0.001718961,0.000458878
2016-10-19,-0.002979475,0.001945517,0.002280174,0.007846478,0.010890287,0.003582756,0.004609906
2016-10-18,-0.000680581,0.013521134,0.002757256,0.019616375,0.021479315,-0.026167879,0.002657678
2016-10-17,-0.000680049,-0.00948663,-0.009656991,0.001836786,-0.008913936,0.002071919,0
2016-10-14,0.005556461,0.004484307,-0.000466032,0.000436946,0.018516342,0.004748863,-0.000231009
2016-10-13,-0.003067947,-0.003073513,-0.001595149,-0.010112719,-0.011104574,-0.003694289,-0.006541943
2016-10-12,0.008942329,0.000279567,-0.00364206,0.003920477,0.001538152,-0.003230186,-0.006952369
2016-10-11,0.002154241,-0.024270515,0.004857571,-0.003651672,-0.011693172,-0.014202081,-0.007915018
2016-10-10,0.017447008,0.013823608,0.001933418,0.014011437,0.007124723,0.008672234,0.019598848
2016-10-07,0.001492655,0.006119552,0.003478986,-0.002291234,0.016033555,-0.00771295,-0.003446722
2016-10-06,0.007430308,-0.00222033,-0.003400417,0.000502291,0.00450721,-0.001273217,0.000459774
2016-10-05,0.000442506,0.009809377,-0.003322702,5.14895E-05,0.025451343,0.003962643,0.008695653
2016-10-04,0.004265938,0.005920472,-0.003509692,0.005009313,0.007450157,-0.00729645,-0.009190156
2016-10-03,-0.004688249,0.008816877,-0.009835424,-0.006085219,-0.001240136,-0.007806141,-0.002635145
2016-09-30,0.007755415,0.002852199,0.034036133,0.002941856,0.014595833,0.004680318,0.009484157
2016-09-29,-0.015533102,0.00631464,-0.012850531,-0.008380659,-0.027531359,-0.001137106,-0.005063325
2016-09-28,0.007604576,0.036596237,-0.00691255,-0.001851844,0.00343789,0.009695665,0.043969298
2016-09-27,0.00186037,-0.002078376,-0.004894545,0.011366409,0.008731754,0.01811929,0.002167103
2016-09-26,0.001508282,-0.00824496,-0.008785131,-0.016126575,-0.022103851,-0.006452445,-0.004673444
2016-09-23,-0.016663788,-0.008756553,-0.004048284,-0.000393793,-0.017200329,-0.007238514,-0.001077381
2016-09-22,0.009423153,0.019339425,0.002946934,0.014158423,0.00592711,0.003729195,0.002881129
2016-09-21,-0.000176068,0.016329003,0.003482937,0.006235333,0.003363956,0.006992568,0.009207677
2016-09-20,-8.80617E-05,-0.011064539,0.002503489,0.007457178,0.001564251,-0.002711941,-0.015388296
2016-09-19,-0.011660257,0.003902627,-0.003675832,-0.004135877,0.001265101,0.00669526,-0.002380063
2016-09-16,-0.005624313,-0.008925869,-0.00209597,-0.003731737,-0.012375072,-0.011692202,-0.012341358
2016-09-15,0.033998424,0.008703503,0.013139529,0.012157563,0.011555121,0.010451162,0.005673798
2016-09-14,0.035386752,-0.005373156,-0.000331712,0.003685698,-0.005029921,-0.011295778,-0.007158795
2016-09-13,0.02380495,-0.032630677,-0.006262753,-0.012132347,-0.023734348,-0.01566742,-0.023828632
2016-09-12,0.022398968,0.00815144,0.006569376,0.012321364,0.014771255,0.016699798,0.005181996
2016-09-09,-0.022649733,-0.020809656,-0.018049158,-0.020198155,-0.018000682,-0.020817596,-0.024817597
2016-09-08,-0.02620897,0.009206078,-0.013942415,-0.006445786,0.011728686,-0.016332587,0.009179564
2016-09-07,0.00612817,0.002017864,-0.015310636,0.000346066,0.002007891,0.008044855,-0.003725883
2016-09-06,-0.000278531,0.005507202,0.00050641,0.011173612,0.000886685,0.005014121,0.013154903
2016-09-02,0.009369435,0.024955426,0.011330829,0.003486034,0.003976011,6.27417E-05,0.006678975
2016-09-01,0.00593784,-0.005906685,-0.036276083,0.002255448,-0.005606117,0.004154007,-0.003442778
2016-08-31,0.00094338,-0.007038051,0.000802605,-0.002652536,0.000531452,-0.003262162,-0.004341834
2016-08-30,-0.007676459,-0.004088889,-0.012318512,-0.003962957,0.01895081,-0.002003556,-0.003642985
2016-08-29,-0.001122156,0.002341967,0.000305029,0.003391696,0.00542263,0.00884281,0.00653146
2016-08-26,-0.005856621,-0.001753388,-0.005641199,0.000168967,0.000421986,-0.001954215,-0.002172459
2016-08-25,-0.00425807,-0.001458974,-0.016172384,-0.000298896,0.003629711,-0.002640668,-0.006362155
2016-08-24,-0.007533296,0.004101946,0.001254821,-0.003160297,-0.004696522,-0.007550177,0.003419922
2016-08-23,0.003133314,0.005005947,-0.003453625,-9.0665E-05,-0.0010826,0.001624967,-0.003068494
2016-08-22,-0.00777248,-0.010777843,-0.000476144,-0.004217017,0.000180466,-0.000249897,0.002163941
2016-08-19,0.002566912,-0.009235184,0.001609565,-0.002675263,0.001023718,-0.008180514,-0.012484537
2016-08-18,-0.001281811,0.013157918,-0.001250338,-0.003090066,0.002354073,0.005734222,0.009079595
2016-08-17,-0.001462758,-0.000292276,-0.002672031,0.003564297,0.000120762,-0.001617889,0.002161081
2016-08-16,-0.000913467,0.010038376,-0.001896478,-0.006773666,0.000603987,-0.007289397,0.00125271
2016-08-15,0.012017043,0.00385292,-0.00183387,-0.000995849,0.014088839,-0.000432185,-0.000455326
2016-08-12,0.002316313,0.002972719,0.00690963,-0.002076836,-0.003722689,-0.009661845,0.013030412
2016-08-11,-0.000648141,0.019085174,-0.002436205,0.000216627,0.010296552,0.008946181,0.003587515
2016-08-10,-0.007444153,-0.011084582,0.005256512,0.000535515,-0.007648064,0.001916283,-0.017509875
2016-08-09,0.00406012,0.006331121,0.002747954,0.003197912,0.003746244,-0.001666183,0.001241687
2016-08-08,0.008280605,0.000603213,-0.00178893,-0.00058802,0.004565396,-0.000370229,0.011763351
2016-08-05,0.015207334,0.004545494,0.0069048,0.013750452,0.025561486,0.012070546,0.000914426
2016-08-04,0.006177541,-0.00030287,0.002588533,-0.002030585,-0.001831457,0.005477096,-0.000114236
2016-08-03,0.012538261,0.004870563,-0.002282309,0.002736439,0.014609757,0.000560446,0.005169999
2016-08-02,-0.014804338,0.008137437,-0.006326077,-0.002341887,-0.01340242,-0.005388634,0.013743311
2016-08-01,0.017656693,-0.035465151,0.002033225,0.005320084,-0.003967037,0.005167487,-0.034738584
2016-07-29,-0.0012459,0.012062393,0.005229907,0.03067395,-0.010714514,-0.004647704,-0.013858084
2016-07-28,0.013501689,-0.016777498,0.001203807,0.005581181,-0.002857362,-0.002842531,-0.007809995
2016-07-27,0.064963271,-0.00057823,-0.008474152,0.004536764,-0.001054843,-0.001788756,-0.006773688
2016-07-26,-0.006883069,-0.008882552,-0.00238134,-0.001824941,0.004049651,-0.003258521,-0.007266789
2016-07-25,-0.013379364,-0.027042038,0.002985608,-0.003998667,0.000623341,0.003578616,-0.019253325
2016-07-22,-0.0077441,0.000837021,0.002514205,0.005564335,0.002249306,0.010096668,0.001704884
2016-07-21,-0.005302114,-0.003337001,-0.005891392,-0.003453901,-0.010632391,-0.005639585,-0.000851721
2016-07-20,0.000901137,-0.001942819,-0.000475862,0.005739769,0.002230354,0.01115427,-0.005716107
2016-07-19,0.000400687,-0.003870598,0.003641575,0.004333714,-0.011755331,-0.001751523,-0.003691187
2016-07-18,0.010629715,-0.010667476,0.006610124,0.019351328,0.010455345,0.000500699,-0.003153946
2016-07-15,-0.000101249,0,-0.003174782,-0.001525815,-0.005537061,-0.003119541,0.00179048
2016-07-14,0.019820358,0,0.000959365,0.005537159,0.029255288,0.014301953,0.000737768
2016-07-13,-0.005645607,-0.009482494,0.003006981,-0.005078867,0.006372675,0.006240516,-0.000737225
2016-07-12,0.004536962,0.022154513,-0.002639175,0.007761244,0.031079544,0.011008764,0.011289785
2016-07-11,0.003103052,0.005289603,0.007736938,0.013406491,0.012036158,0.005632493,0.003741698
2016-07-08,0.00771313,0.014689157,0.010629233,0.014769357,0.022993232,0.012188736,0.006239256
2016-07-07,0.004291893,-0.004779234,0.049291733,-0.00345391,0.009754075,0.001509553,-0.012009739
2016-07-06,0.005684816,-0.009192258,0.00489529,0.004057857,0.007822806,0.004549071,0.011502898
2016-07-05,-0.009385777,-0.002777739,-0.005508936,-0.006092604,-0.025632399,-0.004397857,-0.008738273
2016-07-01,0.00303349,0.013798974,-0.005922013,0.010273149,-0.002221036,0.003755482,0.001066763
2016-06-30,0.012711823,0.020695534,-0.000254702,0.011679395,0.021168401,0.022362868,0.013843803
2016-06-29,0.008654831,0.046630537,0.009511537,0.005984953,0.021697886,0.018943103,0.017049788
2016-06-28,0.016840452,0.039074781,0.00868671,0.017627821,0.020787108,0.015330994,0.023070025
2016-06-27,-0.014561034,-0.030018191,-0.008356925,-0.010307694,-0.016565671,-0.021079176,-0.005929063
2016-06-24,-0.028095697,-0.047646604,-0.009361276,-0.037970029,-0.070745466,-0.056388861,-0.026252761
2016-06-23,0.005756096,0.021835403,-0.006893472,0.006322904,0.030511704,0.015890709,0.006910229
2016-06-22,-0.003753524,-0.007613537,0.005852403,0.002184125,-0.001415612,-0.007335313,-0.003933149
2016-06-21,0.008517409,0.021843327,0.004601236,0.003214571,0.00406095,0.002864417,0.004499519
2016-06-20,-0.002412706,0.020457948,0.003784694,0.00287696,0.014487786,0.010658562,0.00440919
2016-06-17,-0.022757582,0.022478952,-0.003388302,-0.026240236,-0.006751726,0.006156549,-0.005481255
2016-06-16,0.004220759,0.028250376,0.010073597,-0.011906747,0.003215662,0.002521934,0.011756841
2016-06-15,-0.003283397,0.007112812,-0.006479725,0.000904901,-0.000205205,-0.00251559,-0.002985693
2016-06-14,0.001232822,-0.02919021,0.005937391,-0.000125237,-0.016416622,-0.001454267,-0.001766157
2016-06-13,-0.015076454,-0.01117318,0.000516575,-0.001459513,-0.008406126,-0.007153616,0.006779205
2016-06-10,-0.0082288,-0.024818415,0.005322892,-0.012586187,-0.021414107,-0.006843979,-0.007609949
2016-06-09,0.007176061,-0.006913112,0.004433775,0.000411913,-0.009505958,-0.003766245,-0.001321762
2016-06-08,-0.000908781,0.006047789,0.004914165,0.016228291,-0.003415602,0.004369649,0.000881944
2016-06-07,0.004055583,0.016600105,0.002495995,0.000139608,-0.012033614,0.003928544,0.015334709
2016-06-06,0.007250802,0.020388959,0.003493495,-0.00801567,0.008929141,-0.001046527,0.010976508
2016-06-03,0.002046633,0.011421248,0.001320127,-0.011035045,-0.022664492,-0.00397395,-0.001807254
2016-06-02,-0.007515719,0.005743474,-0.006622147,-0.005107948,-0.004313327,0.006491412,-0.007956068
2016-06-01,-0.01401964,-0.001910788,0.025206693,-0.002133892,0.00307252,-0.008000589,0.002471368
2016-05-31,-0.004882897,-0.029666287,-0.002079404,0.00417656,-0.000313434,0.005888569,-0.01099884
2016-05-27,-0.000597595,-0.007361907,-0.004208165,0.011793595,0.006054068,0.002623947,0.002338524
2016-05-26,0.007930142,-0.007912426,0.035768741,-0.001585651,-0.012589142,0.004944294,-0.005096382
2016-05-25,0.017568959,0.032035203,0.013817674,0.007193535,0.023224844,0.022790136,0.006579725
2016-05-24,0.01524423,0.012078858,0.003943474,0.022506585,0.013766483,0.010492561,0.000781256
2016-05-23,0.01270741,-0.01471975,-0.004765632,-0.007749317,0.006083763,-0.003259737,-0.001560062
2016-05-20,0.010828069,-0.001563439,-7.00426E-05,0.013450969,-0.001228197,0.016007784,-0.004106123
2016-05-19,-0.003807112,-0.004668584,0.009979508,-0.008929706,-0.032762321,-0.01635675,0.008505907
2016-05-18,0.011445074,-0.002793287,-0.016086442,0.000566423,0.034206332,-0.00445949,-0.002010505
2016-05-17,-0.004154236,0.004990626,-0.015021522,-0.014319823,-0.004698231,-0.009768545,-0.000446585
2016-05-16,0.03711887,0.018748087,0.008927287,0.007962485,0.000257553,0.011779084,0.010263875
2016-05-13,0.001992476,-0.012241113,-0.015130868,-0.003476723,-0.017270899,-0.007524825,-0.011263462
2016-05-12,-0.02345698,0.005999382,-0.002718826,-0.00276808,-0.008468136,-0.000738511,0.009683607
2016-05-11,-0.009740918,-0.000315656,-0.01631454,-0.010910168,-0.012390038,-0.006801385,-0.004818485
2016-05-10,0.006789495,0.019305024,0.00652804,0.014419931,0.024823844,0.017849905,0.016032496
2016-05-09,0.000754959,-0.015832787,0.014681741,0.002503135,-0.008435703,0.000339482,0.000677865
2016-05-06,-0.005576972,0,-0.009469659,0.013814639,-0.004262475,0.015302925,0.005338496
2016-05-05,-0.004058965,0.005092281,-0.024222811,0.008236281,-0.003373581,0.015389958,0.001137117
2016-05-04,-0.010401329,-0.016896163,0.0006604,0.004824119,-0.018818142,0.000832547,-0.00192938
2016-05-03,0.016445974,-0.031528764,0.003180353,-0.008378621,-0.018293379,-0.007847455,-0.011443921
2016-05-02,-0.001066762,0.001191078,0.018902232,0.007503516,0.012613444,-0.004590914,0.008257862
2016-04-29,-0.011494294,0.0026874,-0.021856826,0.002879786,-0.00109558,-0.007683449,0.004203148
2016-04-28,-0.030566323,-0.010342764,-0.002174355,-0.020996269,-0.015756078,-0.022595827,-0.004860953
2016-04-27,-0.062577854,0.010450854,-0.002497538,-0.003247928,0.006512313,0.009323854,0.009471658
2016-04-26,-0.006947126,0.053475955,0.007194318,-0.020756425,0.004542977,0.001814418,0.00343519
2016-04-25,-0.005677493,-0.011197539,0.010605629,0.006093749,-0.009955047,0.002087532,-0.002284898
2016-04-22,-0.00273664,0.012917493,-0.009906219,-0.053178589,0.008649847,-0.005358361,0.008526304
2016-04-21,-0.010827928,-0.003766477,-0.008642185,0.008596107,-0.009941238,0.021832879,-0.000115229
2016-04-20,0.002057744,0.003148602,-0.006116525,-0.001671256,0.026621592,0.014652787,0.0068438
2016-04-19,-0.005303307,0.022537073,0.002478738,-0.016540343,0.022827246,-0.05592342,0.005012822
2016-04-18,-0.02157483,0.013376806,0.000848761,0.010026331,0.003154181,0.005338763,0.009532748
2016-04-15,-0.020071364,-0.008732208,0.011690915,0.007700462,-0.014853024,0.003704669,-0.005384505
2016-04-14,0.000535497,-0.014659001,-0.003160464,0.001968873,0.006631203,-0.000462817,0.007072941
2016-04-13,0.014487496,0.005769194,0.009035348,0.011613591,0.035901811,0.010692984,0.005690623
2016-04-12,0.013025187,0.029363281,0.009862473,0.009496062,0.013863342,0.002546096,0.01236196
2016-04-11,0.00331302,0.005306785,-0.017144682,-0.004126426,0.012776141,-0.000669611,0.001321968
2016-04-08,0.001105605,0.035015469,-0.002499544,-0.001526456,-0.000864336,0.007419939,0.010197839
2016-04-07,-0.021809646,-0.005802057,-0.030235406,-0.007254989,-0.030800948,-0.011798452,-0.011283101
2016-04-06,0.010472653,0.012789473,0.005000307,0.010693974,-0.001029951,0.000133361,0.013380358
2016-04-05,-0.011789106,-0.021974309,-0.011031447,-0.010049766,-0.015338773,-0.013612201,-0.011423824
2016-04-04,0.010273707,0.000338205,-0.003285963,-0.006160733,-0.01282695,-0.00295041,0.002410853
2016-04-01,0.00917516,-0.020212075,0.004251796,0.006658113,0.018091552,0.007065084,-0.007536751
2016-03-31,-0.005202633,-0.024248326,-0.000126934,-0.007434768,0.003067064,0.020483751,-0.011003319
2016-03-30,0.017459118,0.019110393,0.01507157,0.007733943,0.009482043,-0.006160841,-0.000118323
2016-03-29,0.023671427,-0.002301105,0.016964673,0.01532315,0.007735326,0.006266899,0.003680813
2016-03-28,-0.004542398,0,0.008188638,-0.002407125,0.005490174,0.003041552,0.002857792
2016-03-24,-0.004334299,0.007284753,-0.013549616,-0.003739547,-0.007009358,0.017537849,0.002746314
2016-03-23,-0.005528529,-0.023917259,0.008408322,-0.003631457,-0.000778182,-0.01823101,-0.004398515
2016-03-22,0.007647985,-0.005784093,-0.011108271,-0.001805747,-0.013372554,-0.003565894,0.005979425
2016-03-21,-9.43629E-05,-0.006702803,0.005158396,0.00608738,-0.008312261,0.01046984,-0.006888288
2016-03-18,0.00113417,-0.006658243,-0.004485191,-0.000244047,0.030671654,0.000340065,0.001189037
2016-03-17,-0.001604213,0.033759466,-0.001428027,0.002295918,0.015743392,0.015539744,0.014842484
2016-03-16,0.013291256,0.02935225,-0.00077828,0.010654524,-0.009800732,0.012800687,0.000603745
2016-03-15,0.020093694,-0.010350639,0.009890581,-0.002956882,-0.009512066,0.001260741,0.004975077
2016-03-14,0.002542485,-0.019639891,-0.00026199,0.00504937,-0.0029232,0.00295025,0.002676748
2016-03-11,0.010773984,0.024136764,-0.001046566,0.019640302,0.01933518,0.01547898,0.000121707
2016-03-10,0.000494413,-0.015511521,-0.001176135,0.010748138,0.007404443,-0.00156685,-0.002669914
2016-03-09,0.000890867,0.007648792,0.013911933,0.016239923,-0.011147772,0.009635413,-0.002783451
2016-03-08,-0.008245845,-0.045396849,0.018762223,-0.001711839,-0.024139037,-0.007705938,-0.021667079
2016-03-07,-0.011066876,0.011235996,-0.018091423,-0.022127251,-0.009500071,0.017053638,0.026370129
2016-03-04,0.014876867,0.009070244,-0.004617494,-0.002147565,0.009721208,0,-0.00133495
2016-03-03,0.007444168,0.021847132,-0.007788386,-0.008944833,0.007328173,0.011005138,-0.003627524
2016-03-02,0.002188417,0.019574734,0.01508098,5.56169E-05,-0.002909773,0.01436338,0.01747045
2016-03-01,0.039714508,0.018563072,0.003266051,0.03015317,0.034240587,0.025490324,0.014098535
2016-02-29,-0.002270164,0.003103447,0.002338359,-0.010353563,-0.00046791,-0.007574041,-0.01957185
2016-02-26,0.001550253,0.011863206,-0.032575029,-0.000963504,0.013490722,-0.018364319,-0.003170371
2016-02-25,0.006867875,0.004204585,0.005524186,0.008848422,0.018480371,0.012801178,0.006010868
2016-02-24,0.01489066,-0.015862012,0.023343938,0.005331641,0.004485503,0.003021216,0.003570027
2016-02-23,-0.02260523,-0.04290426,0.001999219,-0.015018608,-0.026076956,-0.01024153,-0.01407933
2016-02-22,0.008746315,0.018487338,0.009145936,0.007918348,0.012796879,0.005184867,-0.001333345
2016-02-19,-0.002285493,-0.001007387,0.00033638,0.005105036,-0.005550609,0.004756551,0.000606467
2016-02-18,-0.018956388,-0.005676136,-0.014975879,-0.015598599,-0.021266772,0.050356843,0.005487773
2016-02-17,0.01531461,0.030626326,0.012071648,0.025180932,0.01288416,0.02737495,0.009603524
